status	scope	group	path	bytes	main_relation	result	evidence
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/fonts/STXINWEI.TTF	4051204	REMOVED_OR_RENAMED	旧字体资源已移动到 Backend V2 唯一字体目录	目标字体按文件名与 SHA-256 校验一致；旧路径不存在且无引用
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/fonts/STZHONGS.TTF	12135284	REMOVED_OR_RENAMED	旧字体资源已移动到 Backend V2 唯一字体目录	目标字体按文件名与 SHA-256 校验一致；旧路径不存在且无引用
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/fonts/ttf	3145340	REMOVED_OR_RENAMED	旧字体资源已移动到 Backend V2 唯一字体目录	目标字体按文件名与 SHA-256 校验一致；旧路径不存在且无引用
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/fonts/YeZiGongChangTianQingSong-2.ttf	24160392	REMOVED_OR_RENAMED	旧字体资源已移动到 Backend V2 唯一字体目录	目标字体按文件名与 SHA-256 校验一致；旧路径不存在且无引用
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/fonts/汉仪瑞意宋_75W.TTF	4882616	REMOVED_OR_RENAMED	旧字体资源已移动到 Backend V2 唯一字体目录	目标字体按文件名与 SHA-256 校验一致；旧路径不存在且无引用
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/fonts/汉仪正圆-65W.TTF	4851264	REMOVED_OR_RENAMED	旧字体资源已移动到 Backend V2 唯一字体目录	目标字体按文件名与 SHA-256 校验一致；旧路径不存在且无引用
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/fonts/华康抖抖体W5-B5.TTF	5085020	REMOVED_OR_RENAMED	旧字体资源已移动到 Backend V2 唯一字体目录	目标字体按文件名与 SHA-256 校验一致；旧路径不存在且无引用
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/fonts/思源黑体SourceHanSansK-Bold.TTF	16944468	REMOVED_OR_RENAMED	旧字体资源已移动到 Backend V2 唯一字体目录	目标字体按文件名与 SHA-256 校验一致；旧路径不存在且无引用
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/vue/favicon.ico	67646	REMOVED_OR_RENAMED	旧静态资源已移动到当前 public/Backend V2 静态目录	来源与目标 SHA-256 一致；旧路径不存在且当前引用闭合
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/vue/pic/alipay_qrcode.png	141512	REMOVED_OR_RENAMED	旧静态资源已移动到当前 public/Backend V2 静态目录	来源与目标 SHA-256 一致；旧路径不存在且当前引用闭合
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/vue/pic/github.jpg	7229	REMOVED_OR_RENAMED	仅 main 存在的旧资源已确认删除且当前无引用残留	文件不存在；源码、文档、构建产物和打包配置残留搜索为 0
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/vue/pic/logo.png	863677	REMOVED_OR_RENAMED	旧静态资源已移动到当前 public/Backend V2 静态目录	来源与目标 SHA-256 一致；旧路径不存在且当前引用闭合
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/vue/pic/wechat_qrcode.png	66603	REMOVED_OR_RENAMED	旧静态资源已移动到当前 public/Backend V2 静态目录	来源与目标 SHA-256 一致；旧路径不存在且当前引用闭合
DELETE-VERIFIED	MAIN_REMOVED	other-resources	src/app/static/vue/vite.svg	1497	REMOVED_OR_RENAMED	仅 main 存在的旧资源已确认删除且当前无引用残留	文件不存在；源码、文档、构建产物和打包配置残留搜索为 0
DELETE-VERIFIED	MAIN_REMOVED	other-resources	pic/github.jpg	7229	REMOVED_OR_RENAMED	根目录旧 GitHub 图片无当前 README、网页或打包消费者，已删除	Git main 资源大小核对；当前源码、文档、静态构建与 app.spec 残留引用为 0
DELETE-VERIFIED	MAIN_REMOVED	other-resources	vue-frontend/public/pic/github.jpg	7229	REMOVED_OR_RENAMED	前端模板遗留 GitHub 图片无当前运行消费者，已删除	Git main 资源大小核对；当前 public 与生产静态目录均无该文件和引用
DELETE-VERIFIED	MAIN_REMOVED	other-resources	vue-frontend/public/vite.svg	1497	REMOVED_OR_RENAMED	Vite 模板占位资源无当前运行消费者，已删除	Git main 资源大小核对；当前 public 与生产静态目录均无该文件和引用
