status	group	main_path	main_lines	replacement_or_reason	evidence
DELETE-VERIFIED	main-old-core	src/core/manga_insight/storage.py	L1-L846	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/manga_insight/storage_utils/__init__.py	L1-L21	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/manga_insight/storage_utils/path_manager.py	L1-L164	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/manga_insight/summary_generator.py	L1-L235	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/manga_insight/task_executor.py	L1-L579	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/manga_insight/task_manager.py	L1-L371	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/manga_insight/task_models.py	L1-L221	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/manga_insight/utils/text_formatter.py	L1-L175	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/manga_insight/vector_store.py	L1-L457	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/page_storage.py	L1-L559	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/plugin_agent/plugin_builder_skill.md	L1-L170	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/plugin_agent/runtime.py	L1-L492	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/plugin_agent/skill.py	L1-L89	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/plugin_agent/tools.py	L1-L155	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/quadrilateral.py	L1-L1	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/session_manager.py	L1-L595	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/translation_constraints.py	L1-L450	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/types_enhanced.py	L1-L132	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/web_import/gallery_dl_runner.py	L1-L486	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/web_import/image_downloader.py	L1-L362	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/core/web_import/image_processor.py	L1-L267	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/interfaces/ctd/utils/weight_init.py	L1-L103	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/interfaces/paddle_ocr_interface.py	L1-L43	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/plugins/__init__.py	L1-L1	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/plugins/base.py	L1-L222	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/plugins/hooks.py	L1-L105	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/plugins/http_helpers.py	L1-L132	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/plugins/manager.py	L1-L1174	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/plugins/package_io.py	L1-L214	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/shared/config_loader.py	L1-L177	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/shared/exceptions.py	L1-L159	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/shared/performance.py	L1-L198	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/shared/types.py	L1-L57	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/shared/validators.py	L1-L259	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-core	src/utils/performance_monitor.py	L1-L179	旧应用编排已删除；仍需算法能力由当前 src/core、src/interfaces、src/shared 或 backend_v2 直接拥有	Git main 路径逐项核对；当前调用图、import 与路径残留搜索闭合；完整后端测试通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/api/config.ts	L1-L481	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/api/index.ts	L1-L42	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/api/pageStorage.ts	L1-L85	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/api/parallelTranslate.ts	L1-L227	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/api/pipeline.ts	L1-L95	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/api/session.ts	L1-L107	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/api/system.ts	L1-L261	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/api/translate.ts	L1-L306	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/api/webImport.ts	L1-L209	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/components/common/AppHeader.vue	L1-L436	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/components/common/CollapsiblePanel.vue	L1-L298	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/components/common/CustomSelect.vue	L1-L370	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/components/common/FirstTimeGuide.vue	L1-L263	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/components/common/ProgressBar.vue	L1-L96	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/components/insight/settings/index.ts	L1-L13	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/components/insight/studio/StudioSectionTabs.vue	L1-L73	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/components/settings/index.ts	L1-L14	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/index.ts	L1-L29	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/atomicSteps.ts	L1-L241	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/detectionResultWriter.ts	L1-L37	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/index.ts	L1-L12	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/persistenceService.ts	L1-L306	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/pipeline.ts	L1-L423	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/pipelineRegistry.ts	L1-L101	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/progressManager.ts	L1-L77	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/runtime.ts	L1-L256	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/saveStep.ts	L1-L216	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/SequentialPipeline.ts	L1-L471	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/steps/aiTranslate.ts	L1-L284	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/steps/autoGlossary.ts	L1-L144	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/steps/color.ts	L1-L70	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/steps/detection.ts	L1-L198	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/steps/index.ts	L1-L12	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/steps/inpaint.ts	L1-L67	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/steps/ocr.ts	L1-L94	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/steps/render.ts	L1-L213	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/steps/translate.ts	L1-L219	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/taskProjector.ts	L1-L90	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/core/types.ts	L1-L114	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/index.ts	L1-L30	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/modes/hqMode.ts	L1-L37	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/modes/index.ts	L1-L10	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/modes/proofreadMode.ts	L1-L37	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/modes/removeTextMode.ts	L1-L29	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/modes/standardMode.ts	L1-L29	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/DeepLearningLock.ts	L1-L150	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/index.ts	L1-L14	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/ParallelPipeline.ts	L1-L275	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/ParallelProgressTracker.ts	L1-L195	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/pools/AutoGlossaryPool.ts	L1-L29	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/pools/ColorPool.ts	L1-L39	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/pools/DetectionPool.ts	L1-L31	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/pools/index.ts	L1-L12	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/pools/InpaintPool.ts	L1-L31	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/pools/OcrPool.ts	L1-L40	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/pools/RenderPool.ts	L1-L54	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/pools/SavePool.ts	L1-L45	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/pools/TranslatePool.ts	L1-L108	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/ResultCollector.ts	L1-L154	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/TaskPool.ts	L1-L210	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/types.ts	L1-L80	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/translation/parallel/useParallelTranslation.ts	L1-L195	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/useImageConverter.ts	L1-L437	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/stores/insight/index.ts	L1-L12	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/stores/sessionStore.ts	L1-L710	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/stores/settings.legacy-defaults.test.ts	L1-L46	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/stores/settingsStore.ts	L1-L22	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/styles/global.css	L1-L687	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/types/insight/converters.ts	L1-L152	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/types/insight/index.ts	L1-L11	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/utils/colorUtils.ts	L1-L113	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
