status	group	path	lines	main_relation	result	evidence
PASS	retained-core	src/interfaces/ctd/detector.py	L1-L39	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/interfaces/ctd/utils/__init__.py	L1-L1	UNCHANGED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/interfaces/ctd/utils/db_utils.py	L1-L118	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/interfaces/ctd/utils/imgproc_utils.py	L1-L31	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/interfaces/ctd/utils/yolov5_utils.py	L1-L48	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/interfaces/ctd/yolov5/__init__.py	L1-L1	UNCHANGED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/interfaces/ctd/yolov5/common.py	L1-L148	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/interfaces/ctd/yolov5/yolo.py	L1-L272	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/interfaces/default/DBHead.py	L1-L41	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/interfaces/default/DBNet_resnet34.py	L1-L110	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/interfaces/default/__init__.py	L1-L1	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/interfaces/default/imgproc.py	L1-L29	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
FIXED	retained-core	src/interfaces/lama_interface.py	L1-L393	MODIFIED	AUDIT-045	逐行阅读；所选模型单一路径、严格尺寸/基数/设备状态，失败不切换模型
FIXED	retained-core	src/interfaces/lama_mpe_interface.py	L1-L823	MODIFIED	AUDIT-045	逐行阅读；按 8 倍数填充后裁剪、严格 checkpoint/tensor/有限值，删除逐页 GC/cache 同步和未使用模型分支
FIXED	retained-core	src/interfaces/manga_ocr_interface.py	L1-L147	MODIFIED	AUDIT-044	逐行阅读；模型线程安全惰性初始化，仅成功后发布单例，初始化/推理失败传播
PASS	retained-core	src/interfaces/ocr_48px/__init__.py	L1-L24	UNCHANGED	当前 48px OCR 公开入口单一	逐行阅读并核对调用闭包
PASS	retained-core	src/interfaces/ocr_48px/core.py	L1-L372	MODIFIED	当前模型结构与 checkpoint 加载职责清晰	逐行阅读并核对 interface 调用
FIXED	retained-core	src/interfaces/ocr_48px/interface.py	L1-L800	MODIFIED	AUDIT-044	逐行阅读；批处理结果基数、设备/内存失败传播与模型生命周期严格
PASS	retained-core	src/interfaces/ocr_48px/xpos.py	L1-L65	MODIFIED	当前位置编码纯模型实现	逐行阅读并核对模型调用
FIXED	retained-core	src/interfaces/paddle_ocr_onnx_interface.py	L1-L358	MODIFIED	AUDIT-039/AUDIT-044	逐行阅读；内存/原生分配失败传播，ONNX session 可由 Worker 统一释放，OCR strict 契约收口
FIXED	retained-core	src/interfaces/paddleocr_vl_interface.py	L1-L387	MODIFIED	AUDIT-044	逐行阅读；模型初始化、语言、输出基数与资源失败按当前契约处理
FIXED	retained-core	src/interfaces/vision_interface.py	L1-L151	MODIFIED	AUDIT-044	逐行阅读；当前 normal/json/paddleocr_vl 模式、Provider 能力、空/畸形响应与重试失败严格传播
FIXED	retained-core	src/interfaces/youdao_translate_interface.py	L1-L102	MODIFIED	AUDIT-047	官方 HTTPS v3 表单单请求、UUID salt、精确响应与超时校验
PASS	retained-core	src/shared/__init__.py	L1-L1	UNCHANGED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
FIXED	retained-core	src/shared/ai_adapters.py	L1-L73	MODIFIED	AUDIT-047	非 OpenAI 翻译适配器逐调用隔离凭据并严格映射目标语言/响应
PASS	retained-core	src/shared/ai_provider_manifest.json	L1-L252	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
FIXED	retained-core	src/shared/ai_providers.py	L1-L341	MODIFIED	AUDIT-047	唯一 Provider 注册表、未知项严格拒绝、仅暴露已声明能力 endpoint
FIXED	retained-core	src/shared/ai_transport.py	L1-L1203	MODIFIED	AUDIT-047	同步/异步统一严格请求响应、流截止时间、有限传输重试、无请求覆盖旁路
FIXED	retained-core	src/shared/constants.py	L1-L186	MODIFIED	AUDIT-047/AUDIT-135	逐行阅读和全仓消费者核对；删除任意 4000 字拆批常量，九组提示词改由共享工厂资源拥有，其余保留常量均有当前算法消费者
FIXED	retained-core	src/shared/http_config.py	L1-L53	MODIFIED	AUDIT-047	代理旁路仅按 URL hostname 判断，恶意 path/query 不再误判本地
FIXED	retained-core	src/shared/image_helpers.py	L1-L43	MODIFIED	AUDIT-167；共享 RGB 转换只服务多个真实消费者	逐行核对所有调用者、资源释放和内存错误传播；后端全量测试通过
PASS	retained-core	src/shared/memory_errors.py	L1-L57	NEW	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
FIXED	retained-core	src/shared/openai_execution.py	L1-L448	MODIFIED	AUDIT-047	仅显式业务异常重试；严格 JSON 块/围栏；内存异常立即传播
FIXED	retained-core	src/shared/openai_helpers.py	L1-L87	MODIFIED	AUDIT-047	统一客户端参数精确校验、本地空 key 占位与代理策略
FIXED	retained-core	src/shared/openai_options.py	L1-L267	MODIFIED	AUDIT-047	只接受当前完整选项结构与 JSON extra_body，禁止保留字段覆盖/类型强转
FIXED	retained-core	src/shared/openai_rate_limits.py	L1-L157	MODIFIED	AUDIT-047	精确 RPM/共享决策校验；拒绝决定必须携带正等待时间
PASS	retained-core	src/shared/path_helpers.py	L1-L69	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
FIXED	retained-core	src/shared/prompt_defaults.py	L1-L44	NEW	AUDIT-135	严格读取九组非空工厂提示词并返回防御副本，不包含运行时设置、兼容或迁移逻辑
FIXED	retained-core	src/shared/prompt_defaults_factory.json	L1-L12	NEW	AUDIT-135	前后端唯一只读提示词工厂资源；九组键和文本由双端契约测试逐项核对
PASS	retained-core	src/shared/text_style_defaults.py	L1-L103	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/shared/text_style_defaults_factory.json	L1-L15	UNCHANGED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/utils/__init__.py	L1-L1	UNCHANGED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	retained-core	src/utils/image_rearrange.py	L1-L410	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认当前 Worker 真实消费者及算法/模型错误传播；后端 858 tests
PASS	tests	tests_backend/fake_provider.py	L1-L154	NEW	AUDIT-142	唯一确定性测试 Provider，作用域注册、故障注入与真实流水线接口核对通过
FIXED	tests	tests_backend/test_ai_provider_unification.py	L1-L897	MODIFIED	AUDIT-047/AUDIT-143	完整核对共享请求选项、同步/异步传输、重试与 Provider manifest 行为；删除一项完全重复的顶层字段合并用例，后端剩余测试组合 110 项通过
FIXED	tests	tests_backend/test_ai_transport_async_unification.py	L1-L320	MODIFIED	AUDIT-047	异步 chat/stream/embedding/rerank 当前请求与畸形响应回归完整核对
FIXED	tests	tests_backend/test_aux_yolo_detection.py	L1-L379	MODIFIED	AUDIT-143	逐项覆盖辅助检测、注册表、大图包装和重排契约；测试图片在 tearDown 显式关闭，110 项组合通过
PASS	tests	tests_backend/test_color_extractor_device_selection.py	L1-L161	MODIFIED	只验证当前颜色提取设备、模型释放重载和严格失败语义	与 main 对照后新增初始化失败、推理失败、结果缺失不得伪成功的回归；无旧 API 自证
FIXED	tests	tests_backend/test_hybrid_ocr.py	L1-L204	MODIFIED	AUDIT-044	逐行阅读；覆盖当前混合组合、精确文本行、越界坐标与后备标记
PASS	tests	tests_backend/test_inpainting_failure_semantics.py	L1-L96	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/test_lama_interfaces.py	L1-L150	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/test_lama_litelama_regression.py	L1-L81	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/test_manga_insight_config_cleanup.py	L1-L129	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/test_manga_insight_image_gen_unification.py	L1-L270	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/test_manga_insight_transport_unification.py	L1-L574	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/test_memory_error_propagation.py	L1-L124	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/test_ocr_48px_batching.py	L1-L188	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/test_packaging_torchscript_sources.py	L1-L41	UNCHANGED	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/test_path_helpers.py	L1-L45	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
FIXED	tests	tests_backend/test_prompt_defaults.py	L1-L67	NEW	AUDIT-135	逐行阅读；九组后端常量、共享资源和防御副本契约 2 tests 通过
PASS	tests	tests_backend/test_saber_yolo_refinement.py	L1-L218	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/test_text_style_defaults.py	L1-L78	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/test_translation_failure_semantics.py	L1-L532	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；空 Base URL 单条/批量回归及翻译/Provider 组合 148 tests 通过
FIXED	tests	tests_backend/test_vertical_punctuation_rendering.py	L1-L329	MODIFIED	AUDIT-046	覆盖字体/字号/自动字号失败传播、气泡异常传播、旋转有限小数偏移及竖排视觉行为
PASS	tests	tests_backend/test_web_import_agent_runtime.py	L1-L412	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/v2/conftest.py	L1-L9	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/v2/test_desktop_app_icon.py	L1-L40	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/v2/test_desktop_pet_assets.py	L1-L117	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/v2/test_desktop_pet_state.py	L1-L114	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/v2/test_desktop_settings.py	L1-L103	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
FIXED	tests	tests_backend/v2/test_desktop_ui.py	L1-L455	NEW	AUDIT-163	补齐桌面 SSE 停止同步回调竞态回归；只测试当前契约且无兼容自证
PASS	tests	tests_backend/v2/test_domain_contracts.py	L1-L26	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/v2/test_launcher_supervisor.py	L1-L28	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/v2/test_logging_config.py	L1-L146	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/v2/test_openapi_contract.py	L1-L243	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
FIXED	tests	tests_backend/v2/test_packaging_contract.py	L1-L129	NEW	AUDIT-169；覆盖 CLI/GUI 本机监听默认值与当前打包边界	逐行确认只测试当前契约且无兼容自证；打包定向测试及后端全量测试通过
FIXED	tests	tests_backend/v2/test_role_boundaries.py	L1-L715	NEW	AUDIT-040	逐行核对 API/Worker/Launcher 角色隔离、identity、健康重启与 Windows 进程监督；新增动态 layer resolver；14 tests passed
PASS	tests	tests_backend/v2/test_runtime_heartbeat.py	L1-L112	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
FIXED	tests	tests_backend/v2/test_stage1_platform.py	L1-L2611	NEW	AUDIT-038	逐行核对平台/存储/epoch 恢复测试；补齐任务子图、operation durable event 与 render 页面 stale；48 tests passed
FIXED	tests	tests_backend/v2/test_stage2_content.py	L1-L2352	NEW	AUDIT-034/AUDIT-035/AUDIT-037	逐行阅读并补齐无任意数量门槛、严格请求、当前 schema、传播 mutation、active operation 编辑屏障与快速提升回滚回归；60 tests passed
FIXED	tests	tests_backend/v2/test_stage3_jobs.py	L1-L2327	NEW	AUDIT-007/AUDIT-036/AUDIT-040/AUDIT-041	逐行核对队列/状态图/动态 handler/恢复轮询；修复过期 epoch 测试假阳性并覆盖无上限 layer resolver
FIXED	tests	tests_backend/v2/test_stage3_operations.py	L1-L1617	NEW	AUDIT-037/AUDIT-042/AUDIT-045	逐行核对 operation/render/repair/epoch/attempt/lease/插件/凭据/资源生命周期与并发 revision；完整当前气泡 fixture，29 tests passed
PASS	tests	tests_backend/v2/test_stage3_transfer.py	L1-L318	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/v2/test_stage3_web_import.py	L1-L1210	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	tests	tests_backend/v2/test_stage4_translation.py	L1-L3594	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
FIXED	tests	tests_backend/v2/test_stage5_insight.py	L1-L4966	NEW	AUDIT-030/AUDIT-031/AUDIT-047/AUDIT-048/AUDIT-049/AUDIT-050/AUDIT-051/AUDIT-052/AUDIT-058/AUDIT-059	逐行核对 Stage5 当前契约回归；补充缺失/重复剧情弧身份、畸形伏笔与精确 QA 终止事件，100 tests passed
FIXED	tests	tests_backend/v2/test_stage5_plugins.py	L1-L2626	NEW	AUDIT-086/AUDIT-087/AUDIT-088/AUDIT-089/AUDIT-090/AUDIT-092	覆盖运行时、包事务、Agent、严格配置/原子输出、资产发布、内存失败与版本替换；51 tests 通过
FIXED	tests	tests_backend/v2/test_stage5_studio.py	L1-L2582	NEW	AUDIT-019/AUDIT-021/AUDIT-023/AUDIT-024/AUDIT-174	逐行阅读；覆盖候选身份、非法请求、模型输出、嵌套诊断、单事务草稿及空 Base URL 默认语义；Studio 定向测试通过
FIXED	tests	tests_backend/v2/test_storage_contracts.py	L1-L809	NEW	AUDIT-093	索引、外键、局部唯一、全部 CHECK 与唯一 foundation 升降级逐项验证；12 tests 通过
PASS	tests	tests_backend/v2/test_worker_maintenance_gc.py	L1-L406	NEW	只验证当前 TTL/可达性 GC 与活跃工作保护	逐行核对 operation/idempotency/artifact 以及 Insight head/continuation/job/derived/recent 可达关系；2 tests passed
FIXED	tests	tests_backend/v2/test_worker_model_lifecycle.py	L1-L330	NEW	AUDIT-039	逐行核对 release 命令、空闲检测、BUSY 续办及 Paddle ONNX resetter；6 tests passed
PASS	tests	tests_backend/v2/worker_memory_probe.py	L1-L149	NEW	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
FIXED	project-config-docs-scripts	vue-frontend/.gitignore	L1-L30	MODIFIED	AUDIT-171；完整忽略 Playwright test-results 生成目录	git check-ignore、视觉测试、构建与生成物闭包检查通过
PASS	project-config-docs-scripts	vue-frontend/.prettierrc	L1-L11	UNCHANGED	当前文件逐行审查及调用链对照完成	逐文件核对当前唯一入口、架构、构建与工具链；解析、help、lint、build 和测试门禁通过
PASS	project-config-docs-scripts	vue-frontend/.stylelintrc.json	L1-L49	MODIFIED	当前文件逐行审查及调用链对照完成	逐文件核对当前唯一入口、架构、构建与工具链；解析、help、lint、build 和测试门禁通过
PASS	project-config-docs-scripts	vue-frontend/CODING_STYLE.md	L1-L104	MODIFIED	重构后 UI owner/token/layout 规范完整且无旧兼容规则	全文阅读并与 main 旧 CSS 规范对照
PASS	project-config-docs-scripts	vue-frontend/README.md	L1-L117	MODIFIED	当前文件逐行审查及调用链对照完成	逐文件核对当前唯一入口、架构、构建与工具链；解析、help、lint、build 和测试门禁通过
PASS	project-config-docs-scripts	vue-frontend/docs/frontend-architecture.md	L1-L76	NEW	当前文件逐行审查及调用链对照完成	逐文件核对当前唯一入口、架构、构建与工具链；解析、help、lint、build 和测试门禁通过
PASS	project-config-docs-scripts	vue-frontend/docs/ui-maintenance-decisions.md	L1-L75	NEW	当前文件逐行审查及调用链对照完成	逐文件核对当前唯一入口、架构、构建与工具链；解析、help、lint、build 和测试门禁通过
PASS	project-config-docs-scripts	vue-frontend/eslint.config.js	L1-L77	MODIFIED	当前文件逐行审查及调用链对照完成	逐文件核对当前唯一入口、架构、构建与工具链；解析、help、lint、build 和测试门禁通过
PASS	project-config-docs-scripts	vue-frontend/index.html	L1-L17	MODIFIED	当前文件逐行审查及调用链对照完成	逐文件核对当前唯一入口、架构、构建与工具链；解析、help、lint、build 和测试门禁通过
GENERATED-VERIFIED	project-config-docs-scripts	vue-frontend/package-lock.json	L1-L6871	MODIFIED	当前 package.json 唯一 npm 锁文件	npm ci 成功、npm audit 0、Frontend 1969 tests 与 build:check
PASS	project-config-docs-scripts	vue-frontend/package.json	L1-L60	MODIFIED	当前文件逐行审查及调用链对照完成	逐文件核对当前唯一入口、架构、构建与工具链；解析、help、lint、build 和测试门禁通过
PASS	project-config-docs-scripts	vue-frontend/playwright.config.ts	L1-L32	NEW	当前文件逐行审查及调用链对照完成	逐文件核对当前唯一入口、架构、构建与工具链；解析、help、lint、build 和测试门禁通过
PASS	project-config-docs-scripts	vue-frontend/postcss.config.mjs	L1-L8	NEW	当前文件逐行审查及调用链对照完成	逐文件核对当前唯一入口、架构、构建与工具链；解析、help、lint、build 和测试门禁通过
FIXED	project-config-docs-scripts	vue-frontend/scripts/check-ui-architecture.mjs	L1-L1920	NEW	当前 UI 所有权规则唯一自动门禁且无已删除配置根	AUDIT-138/AUDIT-158/AUDIT-162；default/audit 模式通过
FIXED	frontend-support	vue-frontend/src/App.vue	L1-L96	MODIFIED	AUDIT-011/AUDIT-066/AUDIT-124	全文阅读并与 main 对照；全局 Provider、受限提示、阅读器沉浸与任务中心快速路由往返生命周期闭合 · App/TaskCenter 18 tests、typecheck、ESLint 与页面浏览器验收通过
FIXED	frontend-support	vue-frontend/src/adapters/v2ContentAdapter.ts	L1-L324	NEW	AUDIT-042	逐行阅读并核对当前 OpenAPI/持久化调用链；只接受完整当前气泡文档，不补旧字段、不镜像后端状态
FIXED	frontend-support	vue-frontend/src/api/bookshelf.ts	L1-L348	MODIFIED	AUDIT-013/AUDIT-015/AUDIT-128	逐行阅读并与 OpenAPI/main 对照；书籍部分更新及约束专用 CAS 均直接消费写响应，不重复读取或缓存约束 revision，7 API tests/typecheck 通过
FIXED	frontend-support	vue-frontend/src/api/characterStudio.ts	L1-L1095	MODIFIED	AUDIT-019/AUDIT-021/AUDIT-025/AUDIT-168；Studio 只消费当前 OpenAPI 契约，不保留伪上限	逐行核对创建命令、revision、消息与 summary 映射；Studio API 定向测试和类型检查通过
FIXED	frontend-support	vue-frontend/src/api/client.ts	L1-L135	MODIFIED	AUDIT-112	请求取消与网络故障使用不同错误语义；后端元数据和写访问门保持当前契约
FIXED	frontend-support	vue-frontend/src/api/continuation.ts	L1-L709	MODIFIED	AUDIT-029/AUDIT-031/AUDIT-032	删除实体缓存、死字段与兼容转换；每次 mutation 读取当前 revision，API 测试通过
PASS	frontend-support	vue-frontend/src/api/download.ts	L1-L77	NEW	当前文件逐行审查及调用链对照完成	逐行审查状态所有权、API/生命周期/工具边界；typecheck、lint 与前端 1969 tests
GENERATED-VERIFIED	frontend-support	vue-frontend/src/api/generated/v2.ts	L1-L9795	NEW	AUDIT-025/AUDIT-026/AUDIT-030/AUDIT-031/AUDIT-042/AUDIT-050/AUDIT-051/AUDIT-058/AUDIT-088/AUDIT-092/AUDIT-144	由 openapi/v2.yaml 确定性生成；插件持久命令真实幂等与严格 config schema 当前契约已同步
FIXED	frontend-support	vue-frontend/src/api/insight.ts	L1-L1993	MODIFIED	AUDIT-028/AUDIT-029/AUDIT-030/AUDIT-049/AUDIT-050/AUDIT-051/AUDIT-053/AUDIT-055/AUDIT-056/AUDIT-058/AUDIT-059/AUDIT-060/AUDIT-063/AUDIT-064	全文件逐行阅读并追踪全部 facade 调用；设置直接使用当前 Store 快照与后端 DTO，严格解析当前响应，事务成功后不再重复整套读取，未保存草稿直接采用共享 Provider Manifest 默认模型 · Insight API 配置 10 tests、相邻 25 tests、typecheck、ESLint 及全新数据库浏览器验收通过
FIXED	frontend-support	vue-frontend/src/api/plugin.ts	L1-L193	MODIFIED	AUDIT-076/AUDIT-088/AUDIT-092/AUDIT-123	只为真实导入生成幂等 key；严格当前 config/冲突契约；删除默认状态镜像并按权威列表清理 CAS，6 tests 通过
FIXED	frontend-support	vue-frontend/src/api/pluginAgent.ts	L1-L309	MODIFIED	AUDIT-077/AUDIT-122	活动会话仅 404 清除；任务事件以 1000 条页完整遍历并去重终态；8 tests 通过
FIXED	frontend-support	vue-frontend/src/api/sse.ts	L1-L82	NEW	AUDIT-125	逐行阅读并核对 Operation、Insight QA、Studio Agent 三个消费者；保留 data 尾空格并正确处理 decoder/EOF 尾事件 · 三类调用方 51 tests、typecheck、ESLint 通过
PASS	frontend-support	vue-frontend/src/api/v2/content.ts	L1-L384	NEW	当前文件逐行审查及调用链对照完成	逐行审查状态所有权、API/生命周期/工具边界；typecheck、lint 与前端 1969 tests
PASS	frontend-support	vue-frontend/src/api/v2/continuation.ts	L1-L242	NEW	当前 OpenAPI 的薄请求边界	逐行阅读；所有命令只发送当前 canonical 字段并携带幂等键/revision
PASS	frontend-support	vue-frontend/src/api/v2/diagnostics.ts	L1-L104	NEW	当前文件逐行审查及调用链对照完成	逐行审查状态所有权、API/生命周期/工具边界；typecheck、lint 与前端 1969 tests
FIXED	frontend-support	vue-frontend/src/api/v2/insight.ts	L1-L221	NEW	AUDIT-049	逐行阅读并追踪 facade/任务中心调用；分析创建响应使用当前必需 runId 契约，普通派生任务保持 JobBatchAccepted
FIXED	frontend-support	vue-frontend/src/api/v2/jobs.ts	L1-L183	NEW	AUDIT-167；前端任务状态复用唯一 API owner	逐行核对 API、生命周期和状态边界；类型检查、lint 与前端全量测试通过
PASS	frontend-support	vue-frontend/src/api/v2/operations.ts	L1-L424	NEW	当前文件逐行审查及调用链对照完成	逐行审查状态所有权、API/生命周期/工具边界；typecheck、lint 与前端 1969 tests
FIXED	frontend-support	vue-frontend/src/api/v2/settings.ts	L1-L152	NEW	AUDIT-026/AUDIT-118	设置事务与字体上传均直接消费当前生成类型，无旧 payload 兼容或成功后追加读取 · 逐行阅读、后端路由调用链、生成契约与 API 测试通过
PASS	frontend-support	vue-frontend/src/api/v2/studio.ts	L1-L297	NEW	当前文件逐行审查及调用链对照完成	逐行审查状态所有权、API/生命周期/工具边界；typecheck、lint 与前端 1969 tests
PASS	frontend-support	vue-frontend/src/api/v2/system.ts	L1-L15	NEW	当前文件逐行审查及调用链对照完成	逐行审查状态所有权、API/生命周期/工具边界；typecheck、lint 与前端 1969 tests
PASS	frontend-support	vue-frontend/src/api/v2/translation.ts	L1-L133	NEW	当前文件逐行审查及调用链对照完成	逐行审查状态所有权、API/生命周期/工具边界；typecheck、lint 与前端 1969 tests
FIXED	frontend-support	vue-frontend/src/api/v2/webImport.ts	L1-L88	NEW	AUDIT-107	复用生成命令类型，选择更新纳入统一写访问门并删除无消费者别名
PASS	frontend-components	vue-frontend/src/components/bookshelf/BookCard.vue	L1-L261	MODIFIED	封面/无封面、长标题、标签与批量选择结构清晰	全文阅读、7 tests 及隔离数据桌面/窄屏三种书籍卡片验证通过
FIXED	frontend-components	vue-frontend/src/components/bookshelf/BookDetailModal.vue	L1-L537	MODIFIED	AUDIT-014/AUDIT-016/AUDIT-017	逐行阅读；写操作在途态、选择清理、任务刷新与响应式详情修正，22 个详情组件测试及浏览器通过
FIXED	frontend-components	vue-frontend/src/components/bookshelf/BookModal.vue	L1-L351	MODIFIED	AUDIT-014/AUDIT-015	创建/编辑异常与重复提交修正，部分更新契约一致；10 tests 和隔离 API 操作通过
FIXED	frontend-components	vue-frontend/src/components/bookshelf/BookSearch.vue	L1-L157	MODIFIED	AUDIT-013/AUDIT-017	查询受控恢复、标签搜索及单一清除入口修正；10 tests 与浏览器通过
FIXED	frontend-components	vue-frontend/src/components/bookshelf/SponsorModal.vue	L1-L110	MODIFIED	AUDIT-104	二维码保持桌面视觉并在窄屏换行缩放
FIXED	frontend-components	vue-frontend/src/components/bookshelf/TagManageModal.vue	L1-L424	MODIFIED	AUDIT-014/AUDIT-016/AUDIT-017	标签错误重试、真实异常反馈、重复提交和窄屏操作布局修正；16 tests 及浏览器通过
